Data_da_Ocorrencia;Hora_da_Ocorrencia;Municipio;UF;Regiao;Descricao_do_Tipo;ICAO
10/11/2013;12:30:00;CAMPINAS;SP;Sudeste;null;null
05/11/2013;09:00:00;BELO HORIZONTE;MG;Sudeste;null;null
05/11/2013;11:40:00;RIO DE JANEIRO;RJ;Sudeste;null;null
15/04/2013;14:41:00;UBERLÂNDIA;MG;Sudeste;COMBUSTÍVEL;null
20/03/2013;14:28:00;MACAÉ;RJ;Sudeste;OUTROS;null
23/01/2004;null;null;Indeterminado;null;EXCURSÃO DE PISTA;null
24/09/2013;14:50:00;SÃO PAULO;SP;Sudeste;COLISÃO COM AVE;null
22/01/2004;null;null;Indeterminado;null;null;null
21/01/2004;null;null;Indeterminado;null;null;null
21/01/2004;null;null;Indeterminado;null;null;null
08/01/2004;null;null;Indeterminado;null;null;null
08/01/2004;null;null;Indeterminado;null;null;null
05/01/2004;null;null;Indeterminado;null;null;null
25/08/2000;null;null;Indeterminado;null;null;null
17/09/2013;20:37:00;JOINVILLE;SC;Sul;OUTROS;null
09/10/2011;11:30:00;MARICA;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/12/2011;15:00:00;MANAUS;AM;Norte;CONTATO ANORMAL COM A PISTA;null
29/12/2011;12:00:00;AQUIRAZ;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
14/10/2013;09:26:00;RIO DE JANEIRO;RJ;Sudeste;null;null
14/10/2013;15:30:00;RIO CLARO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
29/12/2012;null;null;Indeterminado;null;OUTROS;null
24/01/2001;null;null;Indeterminado;null;null;null
24/08/2000;null;null;Indeterminado;null;null;null
19/08/2000;null;null;Indeterminado;null;null;null
26/09/2013;14:15:00;TERESINA;PI;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
25/09/2013;16:15:00;IRAÍ DE MINAS;MG;Sudeste;null;null
21/09/2013;13:30:00;PLANALTINA;GO;Centro-Oeste;PERDA DE CONTROLE EM VOO;null
22/09/2013;21:05:00;FLORIANÓPOLIS;SC;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
02/08/2000;null;null;Indeterminado;null;null;null
21/09/2013;18:00:00;PORTO SEGURO;BA;Nordeste;null;null
20/09/2013;13:25:00;MARINGÁ;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
18/09/2013;21:40:00;SÃO PAULO;SP;Sudeste;null;null
15/09/2013;18:00:00;ARAGARÇAS;GO;Centro-Oeste;PERDA DE CONTROLE NO SOLO;null
22/07/2000;null;null;RS;Sul;null;null
17/07/2000;null;null;SP;Sudeste;null;null
15/09/2013;10:56:00;LONDRINA;PR;Sul;null;null
17/09/2013;22:06:00;RIO DE JANEIRO;RJ;Sudeste;null;null
16/09/2013;17:13:00;BELO HORIZONTE;MG;Sudeste;null;null
14/10/2013;20:00:00;PROMISSÃO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
14/10/2013;17:16:00;LONDRINA;PR;Sul;null;null
14/10/2013;18:00:00;RIO PRETO DA EVA;AM;Norte;null;null
03/07/2000;null;null;MS;Centro-Oeste;null;null
29/06/2000;null;null;MS;Centro-Oeste;null;null
21/06/2000;null;null;MT;Centro-Oeste;null;null
09/06/2000;null;null;MS;Centro-Oeste;null;null
07/06/2000;null;null;SP;Sudeste;null;null
12/09/2013;17:30:00;AMERICANA;SP;Sudeste;OUTROS;null
19/11/2006;null;IBIÚNA;SP;Sudeste;null;null
23/10/2001;null;null;Indeterminado;null;null;null
23/10/2001;null;null;Indeterminado;null;null;null
26/01/2014;13:40:00;POÇOS DE CALDAS;MG;Sudeste;null;null
27/01/2014;08:20:00;TURMALINA;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
24/01/2014;20:35:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
29/01/2014;16:00:00;GUARUJÁ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
29/01/2014;13:40:00;CACHOEIRA DO SUL;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
12/01/2014;13:50:00;SANTA MARIA MADALENA;RJ;Sudeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
01/06/2000;null;null;SP;Sudeste;null;null
30/05/2000;null;null;GO;Centro-Oeste;null;null
10/05/2000;null;null;SP;Sudeste;null;null
06/05/2000;null;null;MG;Sudeste;null;null
02/05/2000;null;null;PR;Sul;null;null
30/04/2000;null;null;MG;Sudeste;null;null
27/04/2000;null;null;SP;Sudeste;null;null
10/01/2014;02:00:00;PORTO ALEGRE;RS;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
08/01/2014;08:02:00;SALVADOR;BA;Nordeste;null;null
18/01/2014;11:39:00;SÃO JOSÉ DO RIO PRETO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
14/01/2014;13:15:00;CAPÃO DA CANOA;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
06/01/2014;18:05:00;MANAUS;AM;Norte;COLISÃO NO SOLO;null
31/01/2014;12:45:00;FORTALEZA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
02/01/2014;13:30:00;MANAUS;AM;Norte;CONTATO ANORMAL COM A PISTA;null
05/02/2014;18:00:00;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
08/02/2014;22:30:00;RIO DE JANEIRO;RJ;Sudeste;OUTROS;null
05/02/2014;15:57:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
09/02/2014;17:12:00;UBERLÂNDIA;MG;Sudeste;CONTATO ANORMAL COM A PISTA;null
09/02/2014;16:40:00;RIO DE JANEIRO;RJ;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
07/02/2014;21:55:00;FORTALEZA;CE;Nordeste;OUTROS;null
07/02/2014;13:10:00;SILVÂNIA;GO;Centro-Oeste;PERDA DE CONTROLE NO SOLO;null
06/02/2014;17:24:00;RIO DE JANEIRO;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
06/02/2014;21:52:00;RIO DE JANEIRO;RJ;Sudeste;null;null
10/02/2014;20:44:00;RIBEIRÃO PRETO;SP;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
20/04/2000;null;null;RJ;Sudeste;null;null
12/04/2000;null;null;MG;Sudeste;null;null
08/04/2000;null;null;RJ;Sudeste;null;null
03/03/2000;null;null;RS;Sul;null;null
27/02/2000;null;null;RS;Sul;null;null
22/02/2000;null;null;RS;Sul;null;null
14/02/2000;null;null;MS;Centro-Oeste;null;null
11/02/2014;18:10:00;BELO HORIZONTE;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
12/02/2014;11:52:00;UBERLÂNDIA;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
13/02/2014;10:30:00;PARÁ DE MINAS;MG;Sudeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
05/02/2014;12:00:00;GUARULHOS;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
24/01/2014;18:30:00;CAXIAS DO SUL;RS;Sul;PERDA DE CONTROLE NO SOLO;null
12/01/2014;20:30:00;ITAITUBA;PA;Norte;EXCURSÃO DE PISTA;null
12/01/2014;20:30:00;ITAITUBA;PA;Norte;OUTROS;null
12/01/2014;20:26:00;CAMPINAS;SP;Sudeste;null;null
08/01/2014;15:15:00;SANTARÉM;PA;Norte;EXCURSÃO DE PISTA;null
08/01/2014;15:15:00;SANTARÉM;PA;Norte;CONTATO ANORMAL COM A PISTA;null
07/07/2012;14:30:00;ALTO GARÇAS;MT;Centro-Oeste;EXCURSÃO DE PISTA;null
07/07/2012;14:30:00;ALTO GARÇAS;MT;Centro-Oeste;PERDA DE CONTROLE NO SOLO;null
09/01/2014;16:08:00;RECIFE;PE;Nordeste;EXCURSÃO DE PISTA;null
09/01/2014;16:08:00;RECIFE;PE;Nordeste;PERDA DE CONTROLE NO SOLO;null
06/07/2012;null;null;MG;Sudeste;FOGO/FUMAÇA;null
06/07/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
03/07/2012;null;null;SP;Sudeste;null;null
06/07/2012;13:40:00;ESPINOSA;MG;Sudeste;COMBUSTÍVEL;null
06/07/2012;null;null;DF;Centro-Oeste;null;null
05/07/2012;null;null;SP;Sudeste;null;null
04/07/2012;14:35:00;NOVA UBIRATÃ;MT;Centro-Oeste;PERDA DE CONTROLE EM VOO;null
03/07/2012;null;null;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/07/2012;null;null;SP;Sudeste;null;null
03/07/2012;null;null;GO;Centro-Oeste;PERDA DE CONTROLE NO SOLO;null
03/07/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
02/07/2012;null;null;PR;Sul;null;null
02/07/2012;null;null;SP;Sudeste;null;null
02/07/2012;null;null;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
01/07/2012;null;null;RS;Sul;null;null
30/06/2012;null;null;RJ;Sudeste;null;null
28/06/2012;null;null;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/06/2012;null;null;PA;Norte;OUTROS;null
30/06/2012;15:05:00;MARICÁ;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
28/06/2012;null;null;GO;Centro-Oeste;null;null
23/06/2012;null;null;SP;Sudeste;null;null
30/06/2012;15:05:00;MARICÁ;RJ;Sudeste;EXCURSÃO DE PISTA;null
30/06/2012;23:00:00;PRATA;MG;Sudeste;COMBUSTÍVEL;null
30/06/2012;null;null;SC;Sul;null;null
30/06/2012;null;null;SC;Sul;null;null
30/06/2012;null;null;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/06/2012;null;null;RJ;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
29/06/2012;null;null;MS;Centro-Oeste;null;null
29/06/2012;null;null;MG;Sudeste;null;null
29/06/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
29/06/2012;18:00:00;BAURU;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
29/06/2012;18:00:00;BAURU;SP;Sudeste;EXCURSÃO DE PISTA;null
28/06/2012;null;null;PR;Sul;null;null
28/06/2012;null;null;SP;Sudeste;null;null
27/06/2012;null;null;MG;Sudeste;null;null
27/06/2012;null;null;MG;Sudeste;null;null
25/06/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
24/06/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
23/06/2012;null;null;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
23/06/2012;null;null;PA;Norte;PERDA DE CONTROLE NO SOLO;null
23/06/2012;null;null;PR;Sul;null;null
22/06/2012;13:00:00;CANARANA;MT;Centro-Oeste;EXCURSÃO DE PISTA;null
22/06/2012;null;null;AM;Norte;OUTROS;null
21/06/2012;null;null;MS;Centro-Oeste;null;null
22/06/2012;null;null;DF;Centro-Oeste;POUSO AQUÉM/ALÉM DA PISTA;null
22/06/2012;null;null;CE;Nordeste;null;null
22/06/2012;null;null;MG;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
22/06/2012;null;null;SP;Sudeste;COLISÃO COM AVE;null
21/06/2012;null;null;GO;Centro-Oeste;null;null
21/06/2012;null;null;GO;Centro-Oeste;null;null
21/06/2012;null;null;AM;Norte;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
21/06/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
21/06/2012;null;null;ES;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
27/05/2012;null;null;MS;Centro-Oeste;null;null
20/06/2012;null;null;GO;Centro-Oeste;PERDA DE CONTROLE NO SOLO;null
29/05/2012;null;null;RJ;Sudeste;null;null
29/05/2012;null;null;PR;Sul;null;null
28/05/2012;20:25:00;PONTA GROSSA;PR;Sul;PERDA DE CONTROLE EM VOO;null
27/05/2012;null;null;PR;Sul;null;null
28/05/2012;null;null;MG;Sudeste;null;null
27/05/2012;14:00:00;DELTA;MG;Sudeste;FOGO/FUMAÇA;null
26/05/2012;11:00:00;BELO HORIZONTE;MG;Sudeste;EXCURSÃO DE PISTA;null
25/05/2012;null;null;SP;Sudeste;EXCURSÃO DE PISTA;null
25/05/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
26/05/2012;12:30:00;TATUÍ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
26/05/2012;null;null;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
26/05/2012;null;null;SP;Sudeste;EXCURSÃO DE PISTA;null
25/05/2012;20:45:00;ALCÂNTARA;MA;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
25/05/2012;null;null;DF;Centro-Oeste;null;null
25/05/2012;null;null;PR;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
25/05/2012;null;null;SP;Sudeste;OUTROS;null
24/05/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
24/05/2012;null;null;AC;Norte;OUTROS;null
23/05/2012;null;null;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
23/05/2012;null;null;RJ;Sudeste;PERDA DE CONTROLE NO SOLO;null
25/05/2012;null;null;PE;Nordeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
16/06/2012;null;null;SP;Sudeste;COLISÃO COM AVE;null
13/06/2012;12:35:00;SINOP;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
23/05/2012;null;null;AM;Norte;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
22/05/2012;null;null;AP;Norte;null;null
22/05/2012;null;null;PE;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
19/06/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
19/06/2012;null;null;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
20/06/2012;16:15:00;ALTO HORIZONTE;GO;Centro-Oeste;EXCURSÃO DE PISTA;null
19/06/2012;null;null;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
14/06/2012;19:30:00;PAÇO DO LUMIAR;MA;Nordeste;OUTROS;null
15/06/2012;null;null;PA;Norte;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
14/06/2012;null;null;RJ;Sudeste;null;null
14/06/2012;null;null;MG;Sudeste;null;null
20/06/2012;null;null;ES;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
13/06/2012;null;null;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
13/06/2012;null;null;MT;Centro-Oeste;OUTROS;null
13/06/2012;null;null;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
12/06/2012;null;null;GO;Centro-Oeste;null;null
12/06/2012;null;null;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
11/06/2012;null;null;DF;Centro-Oeste;null;null
11/06/2012;null;null;RJ;Sudeste;COLISÃO COM AVE;null
11/06/2012;null;null;SP;Sudeste;null;null
11/06/2012;null;null;BA;Nordeste;OUTROS;null
09/06/2012;null;null;RJ;Sudeste;null;null
08/06/2012;null;null;RJ;Sudeste;OUTROS;null
07/06/2012;null;null;MG;Sudeste;null;null
07/06/2012;null;null;BA;Nordeste;OUTROS;null
06/06/2012;null;null;SP;Sudeste;null;null
06/06/2012;21:35:00;MACAÉ;RJ;Sudeste;PERDA DE CONTROLE NO SOLO;null
07/06/2012;null;null;ES;Sudeste;OUTROS;null
06/06/2012;null;null;GO;Centro-Oeste;EXCURSÃO DE PISTA;null
06/06/2012;null;null;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
05/06/2012;null;null;BA;Nordeste;OUTROS;null
05/06/2012;20:30:00;BARÃO DE MELGAÇO;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
04/06/2012;null;null;SP;Sudeste;null;null
03/06/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
03/06/2012;19:40:00;RIO CLARO;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
02/06/2012;13:30:00;SÃO PAULO;SP;Sudeste;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
01/06/2012;15:08:00;BELÉM;PA;Norte;OUTROS;null
01/06/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
31/05/2012;null;null;RS;Sul;null;null
31/05/2012;null;null;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
30/05/2012;19:00:00;UMUARAMA;PR;Sul;PERDA DE CONTROLE EM VOO;null
30/05/2012;null;null;PR;Sul;null;null
30/05/2012;null;null;SP;Sudeste;null;null
08/08/2012;20:00:00;null;RS;Sul;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;null
07/08/2012;08:00:00;null;MG;Sudeste;null;null
25/06/2012;17:30:00;SÃO PAULO;SP;Sudeste;null;null
08/08/2012;15:00:00;null;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
07/08/2012;14:31:00;MOSSORÓ;RN;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
27/07/2012;null;null;SP;Sudeste;null;null
26/07/2012;null;null;GO;Centro-Oeste;null;null
07/08/2012;15:10:00;RIO BRANCO;AC;Norte;OUTROS;null
02/08/2012;12:42:00;GOIÂNIA;GO;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
02/08/2012;20:40:00;SÃO PAULO;SP;Sudeste;null;null
02/08/2012;15:45:00;null;MG;Sudeste;null;null
02/07/2012;23:00:00;SÃO PAULO;SP;Sudeste;null;null
25/06/2012;17:00:00;SÃO PAULO;SP;Sudeste;null;null
10/06/2012;17:00:00;SÃO PAULO;SP;Sudeste;null;null
19/07/2012;14:50:00;GUARULHOS;SP;Sudeste;null;null
29/07/2012;null;null;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
30/07/2012;null;null;SP;Sudeste;null;null
22/07/2012;19:21:00;MACAÉ;RJ;Sudeste;OUTROS;null
24/07/2012;18:58:00;VITÓRIA;ES;Sudeste;null;null
25/07/2012;16:20:00;MACAÉ;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
26/07/2012;23:10:00;CURITIBA;PR;Sul;PERDA DE CONTROLE NO SOLO;null
30/07/2012;17:15:00;MACAÉ;RJ;Sudeste;OUTROS;null
31/07/2012;12:21:00;CURITIBA;PR;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
01/08/2012;17:00:00;ALTO ALEGRE;RR;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
01/08/2012;12:49:00;BELO HORIZONTE;MG;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
05/08/2012;15:00:00;TEFÉ;AM;Norte;COMBUSTÍVEL;null
06/08/2012;12:15:00;CAIRU;BA;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
01/08/2012;10:33:00;BRASÍLIA;DF;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
01/08/2012;17:09:00;BRASÍLIA;DF;Centro-Oeste;null;null
02/08/2012;20:40:00;SÃO PAULO;SP;Sudeste;null;null
03/08/2012;20:00:00;JUNDIAÍ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
04/08/2012;22:50:00;PIRASSUNUNGA;SP;Sudeste;null;null
04/08/2012;13:58:00;JUNDIAÍ;SP;Sudeste;null;null
04/08/2012;10:10:00;ALTAMIRA;PA;Norte;OUTROS;null
06/08/2012;10:10:00;SÃO LUÍS;MA;Nordeste;null;null
06/08/2012;22:02:00;BRASÍLIA;DF;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
26/07/2012;null;null;PA;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
06/08/2012;23:30:00;SÃO PAULO;SP;Sudeste;null;null
24/07/2012;19:10:00;RIO DE JANEIRO;RJ;Sudeste;COMBUSTÍVEL;null
28/06/2012;null;null;RS;Sul;null;null
30/06/2012;null;null;PR;Sul;null;null
07/07/2012;10:20:00;GENERAL CARNEIRO;MT;Centro-Oeste;PERDA DE CONTROLE NO SOLO;null
16/06/2012;19:30:00;AURIFLAMA;SP;Sudeste;INDETERMINADO;null
01/07/2012;null;null;PR;Sul;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
01/07/2012;null;null;PR;Sul;EXCURSÃO DE PISTA;null
26/06/2012;null;null;RS;Sul;PERDA DE CONTROLE NO SOLO;null
28/07/2012;10:00:00;JUIZ DE FORA;MG;Sudeste;VOO CONTROLADO CONTRA O TERRENO;null
01/07/2012;null;null;PR;Sul;PERDA DE CONTROLE NO SOLO;null
28/07/2012;null;null;SP;Sudeste;null;null
29/07/2012;null;null;SP;Sudeste;COLISÃO COM AVE;null
21/07/2012;null;null;DF;Centro-Oeste;null;null
25/07/2012;null;null;SC;Sul;null;null
26/07/2012;16:30:00;IPIGUÁ;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
27/07/2012;null;null;CE;Nordeste;null;null
28/07/2012;null;null;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
28/07/2012;null;null;AC;Norte;null;null
25/07/2012;null;null;RJ;Sudeste;null;null
24/07/2012;null;null;RJ;Sudeste;null;null
24/07/2012;null;null;RJ;Sudeste;PERDA DE SEPARAÇÃO / COLISÃO EM VOO;null
24/07/2012;19:15:00;MARICÁ;RJ;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
23/07/2012;null;null;RR;Norte;COLISÃO NO SOLO;null
23/07/2012;null;null;RJ;Sudeste;null;null
23/07/2012;null;null;SP;Sudeste;null;null
23/07/2012;null;null;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
22/07/2012;null;null;GO;Centro-Oeste;null;null
22/07/2012;16:00:00;BEBEDOURO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
20/07/2012;null;null;RJ;Sudeste;null;null
20/07/2012;null;null;MS;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
19/07/2012;null;null;PR;Sul;null;null
21/07/2012;null;null;PI;Nordeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
19/07/2012;null;null;AL;Nordeste;null;null
18/07/2012;null;null;MG;Sudeste;null;null
18/07/2012;null;null;SP;Sudeste;null;null
17/07/2012;null;null;DF;Centro-Oeste;null;null
16/07/2012;null;null;RJ;Sudeste;COLISÃO COM AVE;null
16/07/2012;12:00:00;SANTA FÉ DO SUL;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
15/07/2012;null;null;PR;Sul;OUTROS;null
14/07/2012;14:40:00;UAUÁ;BA;Nordeste;PERDA DE CONTROLE EM VOO;null
14/07/2012;null;null;SC;Sul;null;null
13/07/2012;null;null;MG;Sudeste;null;null
13/07/2012;null;null;SP;Sudeste;COLISÃO COM AVE;null
13/07/2012;null;null;AM;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
13/07/2012;null;null;PR;Sul;null;null
13/07/2012;null;null;SP;Sudeste;null;null
13/07/2012;null;null;MG;Sudeste;null;null
12/07/2012;20:15:00;ANGRA DOS REIS;RJ;Sudeste;VOO CONTROLADO CONTRA O TERRENO;null
12/07/2012;null;null;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
12/07/2012;null;null;SP;Sudeste;null;null
11/07/2012;null;null;SP;Sudeste;null;null
10/07/2012;null;null;MG;Sudeste;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
11/07/2012;null;null;PE;Nordeste;null;null
11/07/2012;13:00:00;SÃO PAULO;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
10/07/2012;null;null;MG;Sudeste;null;null
09/07/2012;null;null;SP;Sudeste;OUTROS;null
09/07/2012;null;null;MG;Sudeste;null;null
11/07/2012;null;null;SP;Sudeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/07/2012;17:00:00;BOITUVA;SP;Sudeste;OUTROS;null
09/07/2012;null;null;RS;Sul;FALHA OU MAU FUNCIONAMENTO DO MOTOR;null
15/09/2012;20:00:00;null;AM;Norte;null;null
19/09/2012;23:50:00;CUIABÁ;MT;Centro-Oeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
15/09/2012;17:30:00;null;SP;Sudeste;COLISÃO COM AVE;null
09/09/2012;12:00:00;JUNDIAÍ;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
09/09/2012;08:32:00;SÃO PAULO;SP;Sudeste;null;null
09/09/2012;17:43:00;JUNDIAÍ;SP;Sudeste;null;null
15/09/2012;22:44:00;FORTALEZA;CE;Nordeste;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
14/09/2012;20:07:00;null;BA;Nordeste;OUTROS;null
14/09/2012;16:15:00;null;RR;Norte;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;null
09/09/2012;20:00:00;ACREÚNA;GO;Centro-Oeste;PERDA DE CONTROLE EM VOO;null
09/09/2012;21:12:00;MACAPÁ;AP;Norte;OUTROS;null
08/09/2012;15:50:00;null;SP;Sudeste;OUTROS;null
17/08/2012;18:10:00;ATIBAIA;SP;Sudeste;PERDA DE CONTROLE NO SOLO;null
11/08/2012;13:05:00;BRASILIA;DF;Centro-Oeste;null;null
26/07/2012;12:00:00;SÃO PAULO;SP;Sudeste;PERDA DE CONTROLE EM VOO;null
17/07/2012;23:04:00;null;SP;Sudeste;OUTROS;null
13/07/2012;10:40:00;null;SP;Sudeste;null;null
22/06/2012;12:08:00;VITÓRIA;ES;Sudeste;OUTROS;null
07/09/2012;19:00:00;null;AM;Norte;null;null
07/09/2012;18:10:00;MIRANDA;MS;Centro-Oeste;COMBUSTÍVEL;null
05/09/2012;11:50:00;null;RS;Sul;EXCURSÃO DE PISTA;null
